name,overview,first_air_date,rating,vote_count,review
Fringe,"FBI Special Agent Olivia Dunham, brilliant but formerly institutionalized scientist Walter Bishop and his scheming, reluctant son Peter uncover a deadly mystery involving a series of unbelievable events and realize they may be a part of a larger, more disturbing pattern that blurs the line between science fiction and technology.",2008-09-09,8.144,2614,"No, it's not a remake of The X-Files. This show is delightfully strange, has a great lineup of characters and shows great imagination. I was hooked...until season 4 when things began to wane. And then season 5 which was abysmal. So much so I couldn't watch the season right to the end. Such a shame."
Claymore,"When a shapeshifting demon with a thirst for human flesh, known as ""youma,"" arrives in Raki's village, a lone woman with silver eyes walks into town with only a sword upon her back. She is a ""Claymore,"" a being manufactured as half-human and half-youma, for the express purpose of exterminating these monsters. After Raki's family is killed, the Claymore saves his life, but he is subsequently banished from his home. With nowhere else to go, Raki finds the Claymore, known as Clare, and decides to follow her on her journeys.

As the pair travel from town to town, defeating youma along the way, more about Clare's organization and her fellow warriors comes to light. With every town cleansed and every demon destroyed, they come closer to the youma on which Clare has sought vengeance ever since she chose to become a Claymore.",2007-04-03,8.142,334,"Graphics aren't great, but despite that I ended up liking the show."
Skins,"Irreverent comedy drama which follows the messy lives, loves, delirious highs and inevitable lows of a group of raucous teenage friends in Bristol.",2007-01-25,8.1,1312,No reviews
Adventure Time: Distant Lands,"Based on the animated series Adventure Time, these four specials explore the unseen corners of the world with both familiar and exciting brand-new characters.",2020-06-25,8.1,514,No reviews
Gleipnir,"Shuichi Kagaya is an ordinary high school kid in a boring little town. But when a beautiful classmate is caught in a warehouse fire, he discovers a mysterious power: he can transform into a furry dog with an oversized revolver and a zipper down his back. He saves the girl’s life, sharing his secret with her. But she’s searching for the sister who killed her family, and she doesn’t care how degrading it gets: she will use Shuichi to accomplish her mission…",2020-04-05,8.141,690,"Gleipnir is a show that is crushed by its own ambition. We have here a story about beings out of this world, super powers that could overthrow the social hierarchy and abundant shots of chests and butts. 

We have our run out the mill protagonist who is childish and weak, bland like a loaf of brea"
How I Met Your Mother,A father recounts to his children - through a series of flashbacks - the journey he and his four best friends took leading up to him meeting their mother.,2005-09-19,8.1,5347,No reviews
La que se avecina,"La que se avecina is a Spanish television comedy created by Alberto Caballero, Laura Caballero and Daniel Deorador. The TV-series focusing around the inhabitants of Mirador de Montepinar, a fictional building located on the outskirts of a big city. Both its storylines and cast are heavily based on Aquí no hay quien viva, which ended when Telecinco bought Miramón Mendi, the series production company.

The episodes debuted on the Telecinco network, and were later rerun by the same network as well as cable/satellite channels FactoríaDeFicción and Paramount Comedy. The series debuted in 22 April 2007 and became popular thanks to its funny characters, witty script, use of catchphrases and capacity to integrate and poke fun at contemporary issues; the program presents a caustic satire of many of the 'types' found in Spanish society.

The name of the show involves wordplay, as ""vecina"" is the Spanish word for neighbour.",2007-04-22,8.14,265,No reviews
Craig of the Creek,"Craig and his friends, Kelsey and JP, venture out into a kid-controlled wilderness in the creek.",2018-03-30,8.1,252,No reviews
Blood+,"Unable to remember the past, high school senior Saya Otonashi must rediscover her destiny in order to defeat the chiropteran vampires that threaten her loved ones' existence.",2005-10-08,8.1,269,No reviews
Powerpuff Girls Z,"Professor Utonium and his son Ken are studying the strange Chemical X. When a mochi cake falls into the formula, it changes into Chemical Z. Ken fires a ray of Chemical Z at a glacier in Tokyo Bay, however that causes strange lights to scatter, some of them aim at three normal girls, Momoko, Miyako, and Kaoru. This gives them the power to transform into superheroes, the Powerpuff Girls Z!",2006-07-01,8.1,231,No reviews
Stairway to Heaven,"Song Ju and Jeong Seo who have lost a father and a mother respectively spend their childhood together like real siblings. Song Ju is there for Jeong Seo whenever she feels lonely and has a hard time, and Jeong Seo also relies a lot on Song Ju. However, after Jeong Seo's father gets married to Tae Mi Ra, Mi Ra and her daughter Yu Ri keep harassing Jeong Seo out of jealousy. Tae Hwa, Yu Ri's rough and wild older brother, has a crush on Jeong Seo who is pure and kind unlike him.",2003-12-03,8.1,1154,No reviews
Katy Keene,A group of aspiring artists living in New York City try to make their dreams come true.,2020-02-06,8.1,272,No reviews
Are You Human?,"Nam Shin is a son from a family who runs a large company. After an unexpected accident, he falls into a coma. His mother Oh Ro-Ra is an authority on brain science and artificial intelligence. She creates an android named Nam Shin III which looks like just like her son Nam Shin. The android pretends to be Nam Shin and he has a bodyguard So-Bong.",2018-06-04,8.1,331,"To put it simply, the drama was not good. Selling a love story between an android and a human is a tough task on its own but the lack of chemistry and a functional dynamic between the two made it an impossible task to achieve. Not only the female lead was bad as a character but her inconsistencies p"
Violetta,"A musically talented teenager returns to her native Buenos Aires with her father, Herman, after living in Europe for several years, navigating the trials and tribulations of growing up.",2012-05-14,8.1,305,No reviews
Mad Men,"Set in 1960-1970 New York, this sexy, stylized and provocative drama follows the lives of the ruthlessly competitive men and women of Madison Avenue advertising.",2007-07-19,8.133,1360,No reviews
Hell's Paradise,"For a chance at a pardon, a ninja assassin joins other condemned criminals on a journey to a mysterious island to retrieve an elixir of immortality.",2023-04-01,8.1,329,No reviews
